order_id,zone,vehicle_type,distance_km,delivery_time_min,rain_flag,claim_filed
ORD-20260536,Sur,Moto,6.1,35,0,1
ORD-20260537,Sur,Moto,2.9,18,0,0
ORD-20260538,Centro,Moto,3.3,21,0,1
ORD-20260539,Centro,Moto,1.5,17,0,0
ORD-20260540,Centro,Bici,2.7,34,0,1
ORD-20260541,Sur,Moto,3.7,24,0,0
ORD-20260542,Norte,Moto,5.8,31,0,1
ORD-20260543,Centro,Moto,2.5,18,0,0
ORD-20260544,Norte,Moto,2.6,19,0,0
ORD-20260545,Norte,Bici,5.6,41,0,1
ORD-20260546,Centro,Bici,2.0,21,0,0
ORD-20260547,Centro,Moto,3.2,25,0,0
ORD-20260548,Norte,Moto,5.0,22,0,0
ORD-20260549,Norte,Moto,5.6,37,0,1
ORD-20260550,Norte,Moto,3.6,40,1,1
ORD-20260551,Norte,Moto,4.1,23,0,0
ORD-20260552,Sur,Moto,4.3,46,1,1
ORD-20260553,Norte,Moto,6.3,33,0,1
ORD-20260554,Norte,Moto,7.5,45,0,1
ORD-20260555,Sur,Moto,3.8,23,0,0
ORD-20260556,Centro,Moto,3.4,21,0,0
ORD-20260557,Centro,Bici,0.8,10,0,0
ORD-20260558,Centro,Moto,1.5,14,0,0
ORD-20260559,Norte,Moto,3.6,26,0,0
ORD-20260560,Norte,Moto,3.0,20,0,0
ORD-20260561,Norte,Moto,2.6,14,0,0
ORD-20260562,Centro,Bici,2.8,29,0,0
ORD-20260563,Centro,Bici,2.3,25,0,0
ORD-20260564,Centro,Bici,2.8,27,0,0
ORD-20260565,Centro,Moto,3.1,39,1,0
ORD-20260566,Norte,Moto,5.4,24,0,0
ORD-20260567,Centro,Moto,3.0,13,0,0
ORD-20260568,Centro,Bici,2.4,22,0,0
ORD-20260569,Sur,Moto,3.2,23,0,0
ORD-20260570,Centro,Bici,3.3,26,0,0
ORD-20260571,Norte,Moto,4.1,22,0,0
ORD-20260572,Norte,Moto,3.6,26,0,0
ORD-20260573,Centro,Bici,2.4,26,0,1
ORD-20260574,Norte,Moto,3.6,24,0,1
ORD-20260575,Sur,Bici,4.4,45,0,1
ORD-20260576,Sur,Moto,5.5,30,0,0
ORD-20260577,Centro,Bici,2.8,35,1,1
ORD-20260578,Sur,Moto,3.7,38,1,1
ORD-20260579,Centro,Bici,2.1,17,0,0
ORD-20260580,Centro,Moto,3.4,15,0,1
ORD-20260581,Centro,Bici,2.9,26,0,0
ORD-20260582,Sur,Moto,8.1,52,0,1
ORD-20260583,Centro,Moto,3.4,23,0,0
ORD-20260584,Centro,Moto,3.4,36,1,1
ORD-20260585,Norte,Moto,2.9,14,0,0
ORD-20260586,Centro,Moto,3.1,21,0,0
ORD-20260587,Centro,Bici,2.5,38,1,1
ORD-20260588,Centro,Bici,2.1,17,0,0
ORD-20260589,Centro,Moto,2.6,32,1,1
ORD-20260590,Centro,Moto,3.3,21,0,0
ORD-20260591,Centro,Bici,2.9,56,1,0
ORD-20260592,Norte,Moto,3.7,16,0,0
ORD-20260593,Centro,Moto,3.1,25,0,0
ORD-20260594,Centro,Moto,2.0,14,0,0
ORD-20260595,Sur,Moto,5.3,24,0,0
ORD-20260596,Centro,Moto,2.3,15,0,0
ORD-20260597,Norte,Moto,4.7,40,1,0
ORD-20260598,Centro,Moto,3.1,24,0,0
ORD-20260599,Centro,Moto,1.7,17,0,0
ORD-20260600,Centro,Moto,4.1,31,0,1
ORD-20260601,Centro,Bici,1.0,11,0,0
ORD-20260602,Centro,Moto,2.0,18,0,0
ORD-20260603,Centro,Bici,2.8,29,0,0
ORD-20260604,Centro,Moto,3.0,27,1,0
ORD-20260605,Centro,Bici,2.4,23,0,0
ORD-20260606,Centro,Bici,2.5,22,0,0
ORD-20260607,Centro,Bici,2.8,28,0,0
ORD-20260608,Centro,Bici,2.3,21,0,0
ORD-20260609,Norte,Moto,7.1,34,0,1
ORD-20260610,Norte,Moto,6.3,39,0,1
ORD-20260611,Centro,Bici,3.2,33,0,1
ORD-20260612,Norte,Moto,3.6,22,0,0
ORD-20260613,Norte,Moto,4.9,36,0,1
ORD-20260614,Centro,Bici,2.3,22,0,0
ORD-20260615,Sur,Moto,3.5,21,0,0
ORD-20260616,Sur,Moto,5.5,36,0,1
ORD-20260617,Centro,Bici,2.1,31,1,0
ORD-20260618,Centro,Moto,3.0,20,0,0
ORD-20260619,Sur,Bici,3.4,20,0,0
ORD-20260620,Norte,Moto,7.6,43,0,1
ORD-20260621,Centro,Bici,1.8,14,0,0
ORD-20260622,Centro,Moto,2.7,15,0,0
ORD-20260623,Centro,Moto,3.1,16,0,0
ORD-20260624,Centro,Moto,2.0,13,0,0
ORD-20260625,Norte,Moto,6.3,43,1,1
ORD-20260626,Centro,Bici,1.5,25,1,0
ORD-20260627,Centro,Moto,3.7,26,0,0
ORD-20260628,Norte,Moto,5.0,31,0,1
ORD-20260629,Centro,Moto,2.0,18,1,0
ORD-20260630,Centro,Bici,2.3,24,0,0
ORD-20260631,Norte,Bici,6.2,57,0,1
ORD-20260632,Sur,Moto,4.1,34,1,1
ORD-20260633,Norte,Moto,3.9,34,1,0
ORD-20260634,Norte,Moto,4.7,29,0,0
ORD-20260635,Centro,Bici,1.6,20,0,0
ORD-20260636,Centro,Moto,4.0,19,0,0
ORD-20260637,Norte,Moto,4.2,35,1,0
ORD-20260638,Centro,Moto,3.2,38,1,0
ORD-20260639,Centro,Moto,2.7,22,0,0
ORD-20260640,Centro,Moto,1.7,15,0,0
ORD-20260641,Centro,Bici,2.5,27,0,0
ORD-20260642,Centro,Moto,3.1,26,0,0
ORD-20260643,Centro,Bici,2.3,30,0,0
ORD-20260644,Centro,Moto,3.5,22,0,0
ORD-20260645,Centro,Moto,3.3,18,0,0
ORD-20260646,Sur,Moto,6.4,35,0,1
ORD-20260647,Norte,Moto,4.3,39,0,1
ORD-20260648,Norte,Moto,3.4,17,0,0
ORD-20260649,Norte,Bici,4.1,35,0,0
ORD-20260650,Centro,Bici,2.7,21,0,0
ORD-20260651,Centro,Bici,2.9,29,0,0
ORD-20260652,Norte,Moto,1.7,19,1,0
ORD-20260653,Norte,Moto,5.0,30,0,1
ORD-20260654,Norte,Moto,5.2,22,0,0
ORD-20260655,Centro,Bici,2.3,26,0,0
ORD-20260656,Centro,Moto,3.5,38,1,1
ORD-20260657,Centro,Bici,2.8,26,0,0
ORD-20260658,Centro,Moto,3.5,22,0,0
ORD-20260659,Norte,Moto,4.7,28,0,0
ORD-20260660,Norte,Bici,6.4,58,0,0
ORD-20260661,Centro,Moto,3.8,34,1,1
ORD-20260662,Sur,Moto,7.0,56,1,1
ORD-20260663,Norte,Moto,3.4,26,0,0
ORD-20260664,Centro,Bici,2.3,21,0,0
ORD-20260665,Centro,Bici,2.2,22,0,0
ORD-20260666,Centro,Bici,2.9,32,0,0
ORD-20260667,Centro,Moto,3.0,24,1,0
ORD-20260668,Centro,Moto,1.8,17,1,0
ORD-20260669,Centro,Bici,2.6,27,0,0
ORD-20260670,Centro,Bici,0.9,13,0,0
ORD-20260671,Centro,Moto,3.7,21,0,0
ORD-20260672,Sur,Bici,4.2,35,0,0
ORD-20260673,Centro,Moto,2.5,16,0,0
ORD-20260674,Norte,Bici,4.5,36,0,1
ORD-20260675,Centro,Moto,3.4,24,0,0
ORD-20260676,Sur,Moto,0.7,10,0,0
ORD-20260677,Centro,Moto,2.5,17,0,0
ORD-20260678,Centro,Bici,2.4,21,0,0
ORD-20260679,Sur,Moto,4.3,21,0,0
ORD-20260680,Sur,Bici,7.6,74,0,0
ORD-20260681,Sur,Moto,3.7,31,1,1
ORD-20260682,Centro,Moto,3.1,21,0,0
ORD-20260683,Centro,Bici,2.8,29,1,0
ORD-20260684,Norte,Moto,6.9,44,1,1
ORD-20260685,Sur,Moto,4.0,28,0,0
ORD-20260686,Norte,Moto,3.9,34,0,1
ORD-20260687,Norte,Moto,6.6,34,1,1
ORD-20260688,Centro,Moto,2.8,18,0,0
ORD-20260689,Norte,Moto,2.7,30,1,0
ORD-20260690,Centro,Bici,2.1,20,0,0
ORD-20260691,Centro,Moto,2.8,21,0,0
ORD-20260692,Centro,Moto,3.2,18,0,0
ORD-20260693,Norte,Moto,4.0,26,0,0
ORD-20260694,Centro,Bici,0.5,18,1,0
ORD-20260695,Centro,Bici,2.9,33,0,1
ORD-20260696,Norte,Moto,3.2,19,0,0
ORD-20260697,Centro,Bici,0.9,12,0,0
ORD-20260698,Norte,Bici,0.8,13,0,0
ORD-20260699,Centro,Moto,3.2,18,0,0
ORD-20260700,Centro,Bici,2.6,26,0,0
ORD-20260701,Norte,Moto,4.7,21,0,0
ORD-20260702,Centro,Moto,3.6,19,0,0
ORD-20260703,Centro,Moto,3.0,21,0,0
ORD-20260704,Centro,Bici,3.8,30,0,0
ORD-20260705,Centro,Bici,1.4,24,1,0
ORD-20260706,Sur,Moto,4.9,32,0,0
ORD-20260707,Centro,Bici,1.2,13,0,0
ORD-20260708,Sur,Moto,4.7,32,0,0
ORD-20260709,Centro,Bici,2.3,24,0,1
ORD-20260710,Norte,Moto,5.9,37,0,1
ORD-20260711,Norte,Moto,5.1,36,0,1
ORD-20260712,Norte,Moto,5.9,36,0,0
ORD-20260713,Centro,Moto,3.1,25,0,0
ORD-20260714,Centro,Moto,4.2,30,0,0
ORD-20260715,Centro,Bici,2.2,21,0,0
ORD-20260716,Sur,Moto,3.6,27,0,0
ORD-20260717,Sur,Moto,5.4,44,1,1
ORD-20260718,Sur,Moto,3.8,23,0,0
ORD-20260719,Centro,Moto,3.7,24,0,0
ORD-20260720,Norte,Moto,4.6,33,0,1
ORD-20260721,Sur,Moto,4.2,28,0,0
ORD-20260722,Centro,Bici,2.1,28,0,0
ORD-20260723,Centro,Moto,3.1,24,0,0
ORD-20260724,Norte,Bici,4.8,47,0,1
ORD-20260725,Norte,Moto,4.0,21,0,0
ORD-20260726,Sur,Moto,7.5,51,1,0
ORD-20260727,Centro,Moto,1.8,14,0,0
ORD-20260728,Norte,Moto,5.1,34,0,1
ORD-20260729,Centro,Moto,3.0,22,0,0
ORD-20260730,Centro,Bici,1.2,15,0,0
ORD-20260731,Centro,Bici,2.9,29,0,0
ORD-20260732,Sur,Moto,3.4,24,0,0
ORD-20260733,Norte,Moto,6.2,31,0,1
ORD-20260734,Norte,Moto,3.6,29,0,0
ORD-20260735,Centro,Moto,3.1,14,0,0
ORD-20260736,Sur,Moto,6.7,59,1,1
ORD-20260737,Centro,Moto,3.2,21,0,0
ORD-20260738,Sur,Moto,5.4,37,0,0
ORD-20260739,Centro,Moto,2.3,17,0,0
ORD-20260740,Centro,Moto,2.0,16,0,0
ORD-20260741,Centro,Moto,3.7,36,1,0
ORD-20260742,Centro,Bici,1.9,23,0,0
ORD-20260743,Norte,Moto,3.4,21,0,0
ORD-20260744,Norte,Moto,6.0,40,0,1
ORD-20260745,Centro,Bici,1.9,17,0,0
ORD-20260746,Sur,Moto,3.6,33,1,1
ORD-20260747,Centro,Moto,1.3,13,0,0
ORD-20260748,Norte,Moto,4.3,42,1,1
ORD-20260749,Sur,Moto,4.9,32,0,0
ORD-20260750,Norte,Moto,5.4,30,0,0
ORD-20260751,Centro,Moto,3.3,24,0,0
ORD-20260752,Sur,Moto,5.8,31,0,1
ORD-20260753,Norte,Moto,4.7,36,0,1
ORD-20260754,Centro,Moto,2.3,16,0,0
ORD-20260755,Centro,Bici,2.9,22,0,0
ORD-20260756,Norte,Moto,6.9,32,0,1
ORD-20260757,Norte,Bici,5.2,47,0,1
ORD-20260758,Norte,Moto,4.3,37,1,0
ORD-20260759,Sur,Moto,3.5,29,0,0
ORD-20260760,Norte,Moto,2.8,16,0,0
ORD-20260761,Centro,Bici,3.0,29,0,0
ORD-20260762,Centro,Moto,3.0,25,1,0
ORD-20260763,Centro,Bici,3.0,27,0,0
ORD-20260764,Norte,Moto,4.8,36,0,0
ORD-20260765,Centro,Moto,3.6,19,0,0
ORD-20260766,Norte,Moto,4.3,29,0,0
ORD-20260767,Norte,Moto,6.4,39,0,1
ORD-20260768,Sur,Moto,4.9,39,1,1
ORD-20260769,Centro,Bici,2.0,23,0,0
ORD-20260770,Sur,Moto,5.9,28,0,0
ORD-20260771,Centro,Bici,2.8,47,1,0
ORD-20260772,Sur,Moto,5.5,42,0,1
ORD-20260773,Centro,Bici,2.6,36,1,0
ORD-20260774,Centro,Bici,2.5,48,1,1
ORD-20260775,Norte,Moto,8.6,45,0,0
ORD-20260776,Centro,Moto,3.4,23,0,0
ORD-20260777,Centro,Moto,3.1,25,0,0
ORD-20260778,Norte,Moto,5.2,29,0,0
ORD-20260779,Norte,Moto,6.5,30,0,0
ORD-20260780,Norte,Moto,5.8,26,0,0
ORD-20260781,Norte,Moto,5.0,39,0,1
ORD-20260782,Norte,Moto,4.5,25,0,0
ORD-20260783,Centro,Bici,2.4,24,0,0
ORD-20260784,Centro,Moto,0.5,10,0,0
ORD-20260785,Centro,Moto,2.7,21,0,0
ORD-20260786,Sur,Moto,4.3,32,1,1
ORD-20260787,Norte,Moto,7.4,39,0,1
ORD-20260788,Centro,Bici,2.5,26,0,0
ORD-20260789,Centro,Bici,1.5,14,0,0
ORD-20260790,Sur,Moto,4.9,29,0,0
ORD-20260791,Centro,Bici,1.7,23,0,0
ORD-20260792,Norte,Moto,5.7,46,1,1
ORD-20260793,Norte,Moto,5.4,33,0,0
ORD-20260794,Norte,Bici,6.4,58,0,1
ORD-20260795,Centro,Bici,1.9,19,0,0
ORD-20260796,Sur,Moto,5.1,40,0,0
ORD-20260797,Sur,Moto,3.0,18,0,0
ORD-20260798,Norte,Moto,6.1,37,0,1
ORD-20260799,Norte,Moto,5.8,35,0,1
ORD-20260800,Sur,Moto,5.7,39,0,0
ORD-20260801,Norte,Moto,5.0,35,0,0
ORD-20260802,Centro,Moto,2.8,19,0,0
ORD-20260803,Norte,Moto,7.4,44,0,1
ORD-20260804,Norte,Moto,4.6,29,0,0
ORD-20260805,Centro,Bici,2.6,17,0,0
ORD-20260806,Norte,Moto,3.4,17,0,0
ORD-20260807,Sur,Moto,3.7,21,0,0
ORD-20260808,Sur,Moto,5.1,28,0,0
ORD-20260809,Centro,Moto,3.4,18,0,0
ORD-20260810,Centro,Bici,2.3,26,0,0
ORD-20260811,Sur,Moto,4.6,28,0,0
ORD-20260812,Sur,Moto,4.4,26,0,0
ORD-20260813,Centro,Bici,2.1,26,1,0
ORD-20260814,Sur,Moto,5.4,42,1,1
ORD-20260815,Sur,Moto,2.8,12,0,0
ORD-20260816,Norte,Moto,6.9,39,0,1
ORD-20260817,Norte,Moto,4.0,25,0,0
ORD-20260818,Centro,Moto,3.1,21,0,0
ORD-20260819,Centro,Bici,1.5,13,0,0
ORD-20260820,Centro,Moto,3.0,31,1,1
ORD-20260821,Sur,Moto,6.0,30,0,0
ORD-20260822,Centro,Bici,2.8,24,0,0
ORD-20260823,Centro,Bici,1.7,21,0,0
ORD-20260824,Centro,Bici,2.7,35,0,0
ORD-20260825,Norte,Bici,3.2,31,0,1
ORD-20260826,Sur,Bici,4.6,37,0,1
ORD-20260827,Centro,Moto,3.3,22,0,0
ORD-20260828,Centro,Moto,3.1,23,0,0
ORD-20260829,Norte,Moto,5.0,33,0,1
ORD-20260830,Centro,Bici,1.7,26,0,0
ORD-20260831,Centro,Moto,3.0,27,1,0
ORD-20260832,Centro,Bici,2.5,26,0,0
ORD-20260833,Centro,Bici,0.6,12,0,0
ORD-20260834,Centro,Moto,3.1,25,0,0
ORD-20260835,Centro,Bici,2.5,18,0,0
ORD-20260836,Centro,Bici,3.5,33,0,1
ORD-20260837,Sur,Moto,3.4,27,0,0
ORD-20260838,Centro,Bici,0.5,13,0,0
ORD-20260839,Norte,Moto,5.4,35,0,1
ORD-20260840,Norte,Moto,5.4,30,0,0
ORD-20260841,Centro,Bici,1.1,12,0,0
ORD-20260842,Norte,Moto,3.5,43,1,1
ORD-20260843,Centro,Moto,4.7,43,1,1
ORD-20260844,Sur,Moto,4.5,33,1,1
ORD-20260845,Centro,Moto,3.1,20,0,0
ORD-20260846,Centro,Moto,2.0,26,1,0
ORD-20260847,Centro,Bici,0.8,12,0,0
ORD-20260848,Sur,Moto,4.7,25,0,0
ORD-20260849,Norte,Moto,4.6,25,0,0
ORD-20260850,Norte,Moto,4.4,20,0,0
ORD-20260851,Centro,Bici,2.4,28,0,0
ORD-20260852,Norte,Moto,5.4,30,0,0
ORD-20260853,Centro,Bici,2.4,26,0,0
ORD-20260854,Sur,Moto,3.1,25,0,0
ORD-20260855,Centro,Bici,2.9,29,0,0
ORD-20260856,Centro,Bici,0.9,12,0,0
ORD-20260857,Centro,Bici,0.9,13,0,0
ORD-20260858,Centro,Moto,3.1,21,0,0
ORD-20260859,Norte,Moto,5.8,52,1,0
ORD-20260860,Centro,Moto,2.5,18,0,0
ORD-20260861,Norte,Moto,2.9,18,0,0
ORD-20260862,Centro,Bici,1.9,23,0,0
ORD-20260863,Norte,Bici,4.6,50,0,1
ORD-20260864,Centro,Bici,1.2,12,0,0
ORD-20260865,Centro,Bici,1.9,25,0,0
ORD-20260866,Norte,Moto,6.0,47,1,0
ORD-20260867,Centro,Moto,3.6,24,0,0
ORD-20260868,Centro,Bici,2.2,26,0,0
ORD-20260869,Sur,Moto,6.1,32,0,1
ORD-20260870,Sur,Moto,2.1,18,0,0
ORD-20260871,Centro,Moto,3.0,19,0,0
ORD-20260872,Centro,Bici,1.9,16,0,0
ORD-20260873,Norte,Moto,5.5,28,0,0
ORD-20260874,Centro,Bici,2.3,25,0,0
ORD-20260875,Centro,Moto,3.6,20,0,0
ORD-20260876,Centro,Bici,1.8,24,0,0
ORD-20260877,Norte,Moto,5.9,41,0,0
ORD-20260878,Norte,Moto,4.6,34,0,0
ORD-20260879,Centro,Bici,2.4,25,0,0
ORD-20260880,Centro,Moto,2.4,18,0,0
ORD-20260881,Centro,Bici,1.8,16,0,0
ORD-20260882,Norte,Moto,5.0,34,0,1
ORD-20260883,Centro,Bici,2.4,26,0,0
ORD-20260884,Centro,Bici,2.7,29,0,0
ORD-20260885,Norte,Moto,5.1,38,0,1
ORD-20260886,Centro,Moto,3.1,19,0,0
ORD-20260887,Norte,Moto,6.4,36,0,1
ORD-20260888,Centro,Bici,1.7,20,0,0
ORD-20260889,Centro,Moto,3.2,18,0,0
ORD-20260890,Centro,Bici,1.6,17,0,0
ORD-20260891,Norte,Moto,5.9,37,0,1
ORD-20260892,Sur,Moto,5.9,33,0,0
ORD-20260893,Sur,Moto,2.1,19,0,0
ORD-20260894,Centro,Bici,2.6,20,0,1
ORD-20260895,Norte,Moto,4.3,31,0,0
ORD-20260896,Centro,Bici,1.9,33,1,1
ORD-20260897,Centro,Moto,3.6,21,0,0
ORD-20260898,Sur,Moto,4.0,22,0,0
ORD-20260899,Centro,Bici,1.9,14,0,0
ORD-20260900,Centro,Bici,2.6,23,0,0
ORD-20260901,Centro,Moto,3.0,35,1,1
ORD-20260902,Centro,Bici,2.4,24,0,0
ORD-20260903,Centro,Moto,3.4,38,1,1
ORD-20260904,Norte,Moto,5.8,31,0,0
ORD-20260905,Centro,Bici,0.8,13,0,0
ORD-20260906,Sur,Bici,4.2,34,0,0
ORD-20260907,Sur,Moto,4.2,22,0,0
ORD-20260908,Centro,Bici,2.9,28,0,0
ORD-20260909,Centro,Bici,0.5,10,0,0
ORD-20260910,Centro,Moto,4.5,21,0,0
ORD-20260911,Norte,Moto,5.8,33,0,0
ORD-20260912,Centro,Bici,2.6,26,0,0
ORD-20260913,Norte,Moto,6.8,46,0,1
ORD-20260914,Centro,Moto,4.4,31,0,1
ORD-20260915,Norte,Moto,6.3,43,0,1
ORD-20260916,Centro,Moto,3.3,24,0,0
ORD-20260917,Centro,Bici,2.6,27,0,0
ORD-20260918,Sur,Moto,4.8,32,1,1
ORD-20260919,Norte,Moto,4.3,27,0,0
ORD-20260920,Centro,Bici,1.8,21,0,0
ORD-20260921,Sur,Moto,4.0,30,0,0
ORD-20260922,Centro,Moto,1.4,13,0,0
ORD-20260923,Sur,Bici,4.9,52,0,1
ORD-20260924,Norte,Moto,2.5,15,0,0
ORD-20260925,Centro,Bici,2.7,25,0,0
ORD-20260926,Centro,Bici,2.5,27,0,0
ORD-20260927,Centro,Bici,2.6,30,0,0
ORD-20260928,Norte,Moto,4.2,35,1,0
ORD-20260929,Norte,Moto,9.6,52,0,0
ORD-20260930,Centro,Moto,3.6,25,0,0
ORD-20260931,Centro,Moto,1.5,10,0,0
ORD-20260932,Sur,Moto,5.3,39,0,1
ORD-20260933,Sur,Moto,4.1,22,0,0
ORD-20260934,Norte,Moto,3.5,16,0,0
ORD-20260935,Centro,Bici,1.4,16,0,0
ORD-20260936,Centro,Bici,2.8,47,1,0
ORD-20260937,Centro,Bici,2.0,23,0,0
ORD-20260938,Sur,Moto,6.5,42,0,1
ORD-20260939,Centro,Moto,3.3,22,0,0
ORD-20260940,Norte,Moto,7.1,40,0,0
ORD-20260941,Centro,Moto,1.8,11,0,0
ORD-20260942,Norte,Bici,5.7,33,0,0
ORD-20260943,Norte,Moto,5.9,46,1,1
ORD-20260944,Sur,Moto,4.3,32,0,1
ORD-20260945,Centro,Bici,1.9,21,0,0
ORD-20260946,Centro,Moto,3.8,26,0,0
ORD-20260947,Centro,Bici,2.7,33,0,1
ORD-20260948,Sur,Moto,6.0,37,0,0
ORD-20260949,Sur,Moto,3.8,24,0,0
ORD-20260950,Norte,Bici,3.2,36,1,1
ORD-20260951,Norte,Moto,4.1,33,0,0
ORD-20260952,Norte,Moto,4.8,31,0,1
ORD-20260953,Centro,Bici,1.6,15,0,0
ORD-20260954,Sur,Moto,5.0,25,0,0
ORD-20260955,Centro,Bici,1.1,16,0,0
ORD-20260956,Centro,Bici,1.6,15,0,0
ORD-20260957,Norte,Moto,6.0,45,0,0
ORD-20260958,Centro,Moto,3.0,12,0,0
ORD-20260959,Centro,Bici,2.2,27,0,0
ORD-20260960,Norte,Moto,3.5,24,0,0
ORD-20260961,Centro,Bici,1.7,19,0,0
ORD-20260962,Norte,Moto,4.4,26,0,0
ORD-20260963,Centro,Moto,3.0,26,0,0
ORD-20260964,Centro,Moto,3.2,23,0,0
ORD-20260965,Centro,Moto,2.1,13,0,0
ORD-20260966,Centro,Bici,1.6,13,0,0
ORD-20260967,Norte,Bici,5.4,49,0,0
ORD-20260968,Centro,Bici,1.8,19,0,0
ORD-20260969,Norte,Moto,4.2,20,0,0
ORD-20260970,Centro,Moto,3.6,23,0,0
ORD-20260971,Norte,Moto,6.2,33,0,0
ORD-20260972,Sur,Moto,5.2,41,1,1
ORD-20260973,Norte,Moto,3.1,23,0,0
ORD-20260974,Centro,Moto,2.7,23,0,0
ORD-20260975,Centro,Moto,3.4,36,1,0
ORD-20260976,Centro,Bici,2.2,20,0,0
ORD-20260977,Norte,Bici,7.0,64,0,0
ORD-20260978,Centro,Moto,3.5,23,0,0
ORD-20260979,Centro,Moto,3.8,19,0,0
ORD-20260980,Norte,Moto,5.5,34,0,1
ORD-20260981,Centro,Moto,3.0,26,0,0
ORD-20260982,Norte,Moto,7.1,41,0,0
ORD-20260983,Centro,Moto,2.9,15,0,0
ORD-20260984,Centro,Bici,2.1,22,0,0
ORD-20260985,Norte,Moto,4.3,22,0,0
ORD-20260986,Centro,Moto,2.7,21,0,0
ORD-20260987,Norte,Moto,3.1,22,0,0
ORD-20260988,Centro,Bici,2.4,24,0,0
ORD-20260989,Centro,Moto,3.4,21,0,0
ORD-20260990,Sur,Moto,1.7,13,0,0
ORD-20260991,Norte,Moto,7.3,42,0,0
ORD-20260992,Norte,Moto,6.7,34,0,0
ORD-20260993,Centro,Bici,2.1,17,0,0
ORD-20260994,Norte,Moto,5.8,40,0,1
ORD-20260995,Centro,Bici,2.5,24,0,0
ORD-20260996,Centro,Moto,3.5,23,0,0
ORD-20260997,Sur,Bici,6.5,70,1,1
ORD-20260998,Centro,Moto,1.4,13,0,0
ORD-20260999,Sur,Moto,5.9,28,0,0
ORD-20261000,Centro,Moto,2.3,12,0,0
ORD-20261001,Centro,Bici,2.6,24,0,0
ORD-20261002,Norte,Moto,3.9,26,0,0
ORD-20261003,Sur,Moto,7.6,38,0,0
ORD-20261004,Norte,Moto,6.6,36,0,1
ORD-20261005,Sur,Moto,3.9,32,0,1
ORD-20261006,Norte,Moto,3.0,14,0,0
ORD-20261007,Norte,Moto,4.4,24,0,0
ORD-20261008,Sur,Moto,5.7,43,0,1
ORD-20261009,Centro,Bici,2.7,26,0,0
ORD-20261010,Centro,Moto,3.5,20,0,0
ORD-20261011,Centro,Moto,3.1,24,0,0
ORD-20261012,Sur,Moto,6.5,48,1,1
ORD-20261013,Sur,Moto,5.5,31,0,0
ORD-20261014,Centro,Bici,1.4,27,1,0
ORD-20261015,Norte,Moto,4.7,26,0,0
ORD-20261016,Sur,Moto,6.6,32,0,0
ORD-20261017,Centro,Moto,2.5,17,0,0
ORD-20261018,Norte,Moto,5.8,29,0,0
ORD-20261019,Sur,Moto,4.5,28,0,0
ORD-20261020,Centro,Bici,1.7,20,0,0
ORD-20261021,Norte,Moto,4.8,33,0,1
ORD-20261022,Centro,Bici,2.7,31,0,1
ORD-20261023,Sur,Moto,4.0,23,0,0
ORD-20261024,Sur,Moto,4.6,30,0,0
ORD-20261025,Sur,Moto,3.6,25,0,0
ORD-20261026,Centro,Moto,3.4,23,0,1
ORD-20261027,Sur,Bici,4.6,39,0,0
ORD-20261028,Sur,Moto,7.2,35,0,0
ORD-20261029,Centro,Moto,3.7,25,0,0
ORD-20261030,Sur,Moto,4.9,22,0,0
ORD-20261031,Centro,Bici,1.7,18,0,0
ORD-20261032,Norte,Moto,1.9,10,0,0
ORD-20261033,Centro,Bici,1.3,12,0,0
ORD-20261034,Centro,Bici,1.4,14,0,0
ORD-20261035,Centro,Moto,3.6,27,0,0
ORD-20261036,Norte,Moto,5.2,34,0,0
ORD-20261037,Centro,Bici,2.8,25,0,0
ORD-20261038,Norte,Moto,1.7,15,0,0
ORD-20261039,Centro,Moto,1.5,14,0,0
ORD-20261040,Centro,Moto,3.2,20,0,0
ORD-20261041,Norte,Moto,5.4,33,1,0
ORD-20261042,Norte,Bici,4.8,42,0,1
ORD-20261043,Centro,Moto,3.0,20,0,0
ORD-20261044,Norte,Moto,7.5,43,1,1
ORD-20261045,Sur,Moto,4.7,30,0,0
ORD-20261046,Norte,Moto,5.1,42,1,0
ORD-20261047,Centro,Bici,2.7,28,0,0
ORD-20261048,Centro,Moto,4.4,28,0,0
ORD-20261049,Sur,Bici,1.9,22,0,0
ORD-20261050,Centro,Moto,3.0,19,0,0
ORD-20261051,Sur,Moto,4.8,30,0,0
ORD-20261052,Norte,Moto,5.9,32,0,0
ORD-20261053,Sur,Moto,4.0,23,0,0
ORD-20261054,Norte,Moto,4.9,35,0,1
ORD-20261055,Sur,Bici,6.1,37,0,0
ORD-20261056,Centro,Moto,5.0,34,0,1
ORD-20261057,Norte,Moto,6.2,42,1,1
ORD-20261058,Centro,Moto,1.8,12,0,0
ORD-20261059,Centro,Bici,2.2,23,0,0
ORD-20261060,Norte,Moto,4.3,21,0,0
ORD-20261061,Sur,Moto,2.3,14,0,0
ORD-20261062,Sur,Moto,4.5,24,0,0
ORD-20261063,Norte,Moto,6.1,34,0,1
ORD-20261064,Centro,Bici,1.5,15,0,0
ORD-20261065,Centro,Moto,3.3,27,0,0
ORD-20261066,Norte,Moto,5.7,43,0,0
ORD-20261067,Centro,Moto,1.9,10,0,0
ORD-20261068,Centro,Bici,2.4,26,0,0
ORD-20261069,Centro,Moto,3.8,27,0,0
ORD-20261070,Centro,Moto,3.1,33,1,1
ORD-20261071,Centro,Bici,2.5,32,1,1
